Id,Label,timeset,Degree,clustering,triangles,modularity_class,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,eigencentrality,componentnumber
23431,,,7,1,21,15,8,0.263113,0.273636,0,0.007095,0
23432,,,33,0.244318,129,15,8,0.276266,0.289456,53937.880957,0.01848,0
23439,,,9,0.888889,32,15,8,0.262402,0.272649,1.054066,0.006637,0
23455,,,9,0.611111,22,15,8,0.264746,0.275075,1345.727265,0.006001,0
23457,,,6,0.466667,7,15,8,0.262604,0.272511,67386,0.00417,0
23458,,,11,0.436364,24,15,8,0.265891,0.276822,18053.940017,0.006646,0
23481,,,2,1,1,15,8,0.261406,0.270993,0,0.003005,0
23482,,,2,1,1,15,8,0.261455,0.271074,0,0.003389,0
23483,,,13,0.371795,29,3,8,0.262355,0.272213,30205.580928,0.004394,0
23484,,,2,1,1,3,8,0.261443,0.271038,0,0.00303,0
23485,,,2,1,1,3,8,0.262128,0.271782,0,0.003191,0
23486,,,5,1,10,15,8,0.26338,0.273537,0,0.005429,0
23487,,,5,1,10,15,8,0.26338,0.273537,0,0.005429,0
23488,,,4,1,6,15,8,0.265217,0.275085,0,0.003865,0
23489,,,5,0.6,6,15,8,0.264295,0.274359,2206.704489,0.004502,0
23490,,,7,0.333333,7,3,8,0.261477,0.271164,88380.937992,0.003535,0
23491,,,2,1,1,3,8,0.261418,0.271015,0,0.003016,0
23492,,,8,0.607143,17,3,8,0.261609,0.271328,26742.880513,0.003659,0
23493,,,1,0,0,15,8,0.261404,0.270978,0,0.0029,0
23494,,,4,1,6,15,8,0.263941,0.274032,0,0.00474,0
23495,,,15,0.352381,37,15,8,0.265302,0.275743,2792.023763,0.008286,0
23496,,,6,0.666667,10,3,8,0.262173,0.271887,56.83902,0.00366,0
23497,,,1,0,0,15,8,0.261404,0.270978,0,0.0029,0
23498,,,4,1,6,15,8,0.264702,0.275322,0,0.005202,0
23499,,,3,1,3,15,8,0.261408,0.271007,0,0.003115,0
23500,,,3,1,3,15,8,0.261408,0.271007,0,0.003115,0
23501,,,7,0.47619,10,3,8,0.261451,0.271133,48127.280698,0.003515,0
23502,,,1,0,0,15,8,0.261404,0.270978,0,0.0029,0
23503,,,1,0,0,15,8,0.261404,0.270978,0,0.0029,0
23504,,,3,0.666667,2,15,8,0.261418,0.271027,0.636902,0.003209,0
23505,,,4,0.833333,5,15,8,0.261447,0.271062,6193.270188,0.003253,0
23506,,,1,0,0,15,8,0.261404,0.270978,0,0.0029,0
23507,,,1,0,0,15,8,0.261404,0.270978,0,0.0029,0
23508,,,1,0,0,15,8,0.261404,0.270978,0,0.0029,0
23509,,,1,0,0,15,8,0.261404,0.270978,0,0.0029,0
23510,,,1,0,0,15,8,0.261404,0.270978,0,0.0029,0
23511,,,3,1,3,15,8,0.26213,0.271797,0,0.003311,0
23512,,,1,0,0,15,8,0.261404,0.270978,0,0.0029,0
23513,,,1,0,0,15,8,0.261404,0.270978,0,0.0029,0
23514,,,4,1,6,3,8,0.262132,0.271811,0,0.003417,0
23515,,,9,0.361111,13,3,8,0.261479,0.271223,236010.359762,0.003692,0
23517,,,10,0.488889,22,57,8,0.269791,0.280831,24267.373727,0.007015,0
23518,,,12,0.378788,25,3,8,0.26234,0.272176,130534.996454,0.004199,0
23519,,,1,0,0,15,8,0.261404,0.270978,0,0.0029,0
23520,,,4,0.833333,5,15,8,0.261447,0.271062,6193.270188,0.003253,0
23521,,,2,1,1,15,8,0.261406,0.270993,0,0.003005,0
23522,,,2,1,1,15,8,0.261406,0.270993,0,0.003005,0
23523,,,8,0.392857,11,3,8,0.262175,0.271945,175163.63667,0.003766,0
23524,,,2,1,1,15,8,0.261406,0.270993,0,0.003005,0
23525,,,2,1,1,15,8,0.261406,0.270993,0,0.003005,0
23526,,,1,0,0,15,8,0.261404,0.270978,0,0.0029,0
23527,,,1,0,0,15,8,0.261404,0.270978,0,0.0029,0
23528,,,1,0,0,15,8,0.261404,0.270978,0,0.0029,0
23529,,,1,0,0,15,8,0.261404,0.270978,0,0.0029,0
23530,,,1,0,0,15,8,0.261404,0.270978,0,0.0029,0
23531,,,3,1,3,15,8,0.266096,0.276436,0,0.005397,0
23532,,,1,0,0,15,8,0.261404,0.270978,0,0.0029,0
23533,,,1,0,0,15,8,0.261404,0.270978,0,0.0029,0
23534,,,6,0.333333,5,3,8,0.261686,0.271483,132667.372811,0.003502,0
23535,,,3,1,3,15,8,0.261408,0.271007,0,0.003115,0
23536,,,1,0,0,15,8,0.261404,0.270978,0,0.0029,0
23537,,,7,0.52381,11,15,8,0.272309,0.284599,11750.847175,0.010474,0
23538,,,1,0,0,15,8,0.261404,0.270978,0,0.0029,0
23539,,,3,1,3,15,8,0.265256,0.275512,0,0.005733,0
23540,,,2,1,1,15,8,0.261737,0.27136,0,0.003183,0
23541,,,2,1,1,15,8,0.261406,0.270993,0,0.003005,0
23542,,,1,0,0,15,8,0.261404,0.270978,0,0.0029,0
23543,,,1,0,0,15,8,0.261404,0.270978,0,0.0029,0
23544,,,2,1,1,15,8,0.261617,0.271318,0,0.003402,0
23545,,,6,0.733333,11,3,8,0.262328,0.272087,11490.478507,0.003652,0
23546,,,3,1,3,15,8,0.26142,0.271032,0,0.003176,0
23547,,,3,1,3,15,8,0.26142,0.271032,0,0.003176,0
23548,,,1,0,0,15,8,0.261404,0.270978,0,0.0029,0
23549,,,8,0.821429,23,15,8,0.264067,0.274265,745.350203,0.005506,0
23550,,,2,1,1,15,8,0.261406,0.270993,0,0.003005,0
23551,,,2,1,1,15,8,0.261406,0.270993,0,0.003005,0
23552,,,2,1,1,15,8,0.261406,0.270993,0,0.003005,0
23553,,,2,1,1,15,8,0.261406,0.270993,0,0.003005,0
23554,,,1,0,0,15,8,0.261404,0.270978,0,0.0029,0
23555,,,3,1,3,3,8,0.26213,0.271797,0,0.0033,0
23556,,,3,1,3,3,8,0.26213,0.271797,0,0.0033,0
23557,,,3,1,3,15,8,0.261963,0.271761,0,0.003793,0
23558,,,4,0.833333,5,15,8,0.26284,0.272869,64.234187,0.004762,0
23559,,,1,0,0,15,8,0.261404,0.270978,0,0.0029,0
23560,,,1,0,0,15,8,0.261404,0.270978,0,0.0029,0
23561,,,4,0.833333,5,15,8,0.263031,0.273069,115.893066,0.004166,0
23562,,,3,0.333333,1,15,8,0.261412,0.271017,67386,0.003069,0
23563,,,4,1,6,3,8,0.262132,0.271811,0,0.003417,0
23564,,,3,1,3,3,8,0.261441,0.271069,0,0.003135,0
23565,,,1,0,0,15,8,0.261404,0.270978,0,0.0029,0
23566,,,1,0,0,15,8,0.261404,0.270978,0,0.0029,0
23567,,,1,0,0,15,8,0.261404,0.270978,0,0.0029,0
23568,,,1,0,0,15,8,0.261404,0.270978,0,0.0029,0
23569,,,2,1,1,15,8,0.261406,0.270993,0,0.003005,0
23570,,,2,1,1,15,8,0.261406,0.270993,0,0.003005,0
23571,,,2,1,1,15,8,0.261406,0.270993,0,0.003005,0
23572,,,4,1,6,15,8,0.264198,0.274182,0,0.00526,0
23573,,,2,1,1,15,8,0.261406,0.270993,0,0.003008,0
23574,,,7,0.904762,19,15,8,0.261481,0.271205,1976.053523,0.004128,0
23575,,,2,1,1,15,8,0.261406,0.270993,0,0.003005,0
23576,,,2,1,1,15,8,0.261406,0.270993,0,0.003005,0
23577,,,1,0,0,15,8,0.261404,0.270978,0,0.0029,0
23578,,,2,1,1,15,8,0.261514,0.271237,0,0.003318,0
23579,,,2,1,1,15,8,0.261406,0.270993,0,0.003005,0
23580,,,3,1,3,15,8,0.262846,0.272975,0,0.005169,0
23581,,,2,1,1,15,8,0.261406,0.270993,0,0.003005,0
23582,,,2,1,1,15,8,0.261406,0.270993,0,0.003005,0
23583,,,2,1,1,3,8,0.262128,0.271782,0,0.003191,0
8320,,,13,0.628205,49,11,8,0.291815,0.304481,992.70535,0.023177,0
8488,,,13,0.346154,27,31,8,0.292542,0.307135,6335.51216,0.021845,0
9185,,,28,0.280423,106,11,8,0.292342,0.307566,12611.978495,0.036299,0
9216,,,11,0.290909,16,31,8,0.280897,0.293459,8163.81476,0.012429,0
9267,,,3,0.666667,2,31,8,0.276765,0.289353,135.676033,0.008904,0
10331,,,4,0.666667,4,49,8,0.276044,0.287702,146.626254,0.008602,0
10384,,,21,0.238095,50,11,8,0.289299,0.303398,19737.750717,0.024313,0
10559,,,11,0.527273,29,31,8,0.280427,0.29314,1846.470032,0.014024,0
10590,,,12,0.530303,35,31,8,0.282638,0.295644,463.187955,0.018224,0
11256,,,2,0,0,31,8,0.275757,0.287218,63.409793,0.00752,0
12291,,,15,0.4,42,0,8,0.291255,0.30632,4656.349278,0.024874,0
12423,,,13,0.705128,55,31,8,0.290502,0.305709,499.319678,0.027936,0
12631,,,3,0.666667,2,2,8,0.281592,0.295664,253.215527,0.011024,0
14031,,,4,1,6,31,8,0.272457,0.284182,0,0.00797,0
15261,,,11,0.4,22,11,8,0.284197,0.298064,26497.953811,0.014826,0
15271,,,14,0.461538,42,11,8,0.290146,0.305439,2615.26723,0.022834,0
15492,,,2,1,1,11,8,0.28123,0.294684,0,0.00957,0
16195,,,2,0,0,31,8,0.270795,0.282038,28.364939,0.005446,0
16984,,,12,0.484848,32,14,8,0.285425,0.299287,9604.392297,0.019754,0
17052,,,9,0.333333,12,31,8,0.281533,0.293865,5252.87953,0.01354,0
17053,,,4,1,6,31,8,0.280794,0.29286,0,0.011422,0
17098,,,41,0.185366,152,49,8,0.283965,0.297583,271013.405461,0.024055,0
17113,,,20,0.336842,64,49,8,0.277973,0.290654,50123.314867,0.015579,0
17134,,,12,0.515152,34,11,8,0.285362,0.299086,860.44421,0.020467,0
17242,,,5,1,10,11,8,0.275784,0.287691,0,0.008937,0
17243,,,4,1,6,31,8,0.272521,0.284061,0,0.008173,0
17280,,,4,0.666667,4,31,8,0.273796,0.285572,59.156339,0.009404,0
17285,,,4,0.666667,4,49,8,0.274246,0.285744,1408.882751,0.009,0
17288,,,7,0.904762,19,31,8,0.274367,0.286305,83.839204,0.011519,0
17295,,,6,1,15,31,8,0.276408,0.288794,0,0.014021,0
17985,,,16,0.283333,34,31,8,0.283099,0.296764,29047.194388,0.016503,0
18115,,,20,0.342105,65,31,8,0.289237,0.302815,8200.620943,0.022634,0
19576,,,7,0.52381,11,48,8,0.273981,0.286253,16573.532841,0.008605,0
20851,,,3,0.666667,2,31,8,0.276529,0.288158,65.805723,0.006915,0
21470,,,4,1,6,31,8,0.277359,0.290116,0,0.013287,0
21497,,,26,0.32,104,49,8,0.274222,0.286248,65545.155788,0.012542,0
21498,,,1,0,0,31,8,0.269054,0.280129,0,0.004768,0
21499,,,3,1,3,49,8,0.269159,0.28033,0,0.005196,0
21500,,,1,0,0,31,8,0.269054,0.280129,0,0.004768,0
21501,,,3,1,3,49,8,0.271034,0.282031,0,0.005858,0
21502,,,1,0,0,31,8,0.269054,0.280129,0,0.004768,0
21503,,,1,0,0,31,8,0.269054,0.280129,0,0.004768,0
21504,,,9,0.833333,30,49,8,0.271478,0.282832,1619.682846,0.007813,0
21505,,,1,0,0,31,8,0.269054,0.280129,0,0.004768,0
21507,,,1,0,0,31,8,0.269054,0.280129,0,0.004768,0
21508,,,1,0,0,31,8,0.269054,0.280129,0,0.004768,0
21509,,,1,0,0,31,8,0.269054,0.280129,0,0.004768,0
21510,,,9,0.805556,29,49,8,0.271333,0.282609,2483.60081,0.007515,0
21511,,,1,0,0,31,8,0.269054,0.280129,0,0.004768,0
21512,,,1,0,0,31,8,0.269054,0.280129,0,0.004768,0
21513,,,1,0,0,31,8,0.269054,0.280129,0,0.004768,0
21514,,,1,0,0,31,8,0.269054,0.280129,0,0.004768,0
21515,,,2,1,1,31,8,0.270438,0.281741,0,0.005636,0
21516,,,4,0.666667,4,53,8,0.269467,0.280625,5335.630589,0.005281,0
21517,,,1,0,0,31,8,0.269054,0.280129,0,0.004768,0
21518,,,6,0.866667,13,49,8,0.269536,0.280884,649.06646,0.006049,0
21519,,,1,0,0,31,8,0.269054,0.280129,0,0.004768,0
21520,,,1,0,0,31,8,0.269054,0.280129,0,0.004768,0
21521,,,3,0,0,61,8,0.269063,0.280169,67387,0.004933,0
21522,,,1,0,0,31,8,0.269054,0.280129,0,0.004768,0
21523,,,1,0,0,31,8,0.269054,0.280129,0,0.004768,0
21524,,,1,0,0,31,8,0.269054,0.280129,0,0.004768,0
21525,,,1,0,0,31,8,0.269054,0.280129,0,0.004768,0
21526,,,4,0.666667,4,53,8,0.269467,0.280625,5335.630589,0.005281,0
21527,,,8,0.714286,20,31,8,0.274837,0.286456,96.029062,0.010281,0
21529,,,1,0,0,31,8,0.269054,0.280129,0,0.004768,0
21530,,,5,0.7,7,31,8,0.271605,0.283162,537.203973,0.006854,0
21531,,,1,0,0,31,8,0.269054,0.280129,0,0.004768,0
21532,,,8,0.785714,22,31,8,0.272657,0.284539,55.538309,0.010771,0
21533,,,6,1,15,31,8,0.271824,0.283302,0,0.008347,0
21535,,,1,0,0,31,8,0.269054,0.280129,0,0.004768,0
21536,,,1,0,0,31,8,0.269054,0.280129,0,0.004768,0
21537,,,1,0,0,31,8,0.269054,0.280129,0,0.004768,0
21538,,,1,0,0,31,8,0.269054,0.280129,0,0.004768,0
21539,,,1,0,0,31,8,0.269054,0.280129,0,0.004768,0
21540,,,1,0,0,31,8,0.269054,0.280129,0,0.004768,0
21541,,,3,1,3,11,8,0.270806,0.282137,0,0.005503,0
21542,,,1,0,0,31,8,0.269054,0.280129,0,0.004768,0
21543,,,1,0,0,31,8,0.269054,0.280129,0,0.004768,0
21544,,,30,0.335632,146,49,8,0.269692,0.28145,49743.667973,0.009578,0
21545,,,34,0.229947,129,49,8,0.279203,0.291849,181168.08437,0.015487,0
21546,,,1,0,0,31,8,0.269054,0.280129,0,0.004768,0
21547,,,1,0,0,31,8,0.269054,0.280129,0,0.004768,0
21548,,,2,1,1,31,8,0.269056,0.280144,0,0.004883,0
21549,,,2,1,1,31,8,0.269056,0.280144,0,0.004883,0
21551,,,1,0,0,31,8,0.269054,0.280129,0,0.004768,0
21552,,,1,0,0,31,8,0.269054,0.280129,0,0.004768,0
21553,,,1,0,0,31,8,0.269054,0.280129,0,0.004768,0
21554,,,5,0.8,8,49,8,0.26953,0.280859,3730.975655,0.005747,0
21555,,,1,0,0,31,8,0.269054,0.280129,0,0.004768,0
1286,,,12,0.318182,21,9,8,0.256401,0.267812,2547.627946,0.007504,0
9338,,,6,0.933333,14,31,8,0.268692,0.279073,1.170644,0.007376,0
10963,,,5,0.5,5,31,8,0.282693,0.294831,501.227888,0.010856,0
16304,,,4,1,6,31,8,0.255872,0.264303,0,0.002654,0
16459,,,39,0.246964,183,0,8,0.258457,0.268442,106400.366237,0.010191,0
16460,,,8,0.714286,20,0,8,0.255172,0.26378,7770.535837,0.002724,0
16461,,,23,0.201581,51,0,8,0.257121,0.26629,438696.976826,0.004966,0
16462,,,8,0.714286,20,0,8,0.255172,0.26378,7770.535837,0.002724,0
16463,,,5,1,10,0,8,0.255095,0.263606,0,0.002337,0
14638,,,5,1,10,9,8,0.240555,0.24871,0,0.001272,0
14639,,,5,1,10,9,8,0.240555,0.24871,0,0.001272,0
14640,,,5,1,10,9,8,0.240555,0.24871,0,0.001272,0
8495,,,54,0.132075,189,11,8,0.305103,0.320582,56073.65585,0.053242,0
8644,,,16,0.383333,46,5,8,0.274911,0.286713,10180.8587,0.011845,0
8649,,,9,0.777778,28,31,8,0.277995,0.289837,244.61143,0.014667,0
8653,,,5,0.9,9,31,8,0.267942,0.279673,2.547065,0.009785,0
8658,,,7,1,21,9,8,0.272472,0.285139,0,0.016176,0
8659,,,18,0.27451,42,11,8,0.283108,0.29538,1366.3205,0.021,0
8665,,,3,1,3,4,8,0.260038,0.271293,0,0.005356,0
8666,,,8,0.392857,11,4,8,0.26997,0.281528,6932.008769,0.008539,0
8682,,,13,0.692308,54,31,8,0.288987,0.30254,562.71697,0.027085,0
8687,,,3,1,3,2,8,0.260135,0.271271,0,0.003837,0
8690,,,6,1,15,9,8,0.261733,0.273426,0,0.006288,0
8691,,,6,1,15,9,8,0.261733,0.273426,0,0.006288,0
8692,,,6,1,15,9,8,0.261733,0.273426,0,0.006288,0
8693,,,5,1,10,9,8,0.279555,0.291541,0,0.014866,0
8697,,,3,1,3,31,8,0.269134,0.281619,0,0.009026,0
8699,,,33,0.282197,149,9,8,0.300556,0.316818,27303.591037,0.053195,0
8701,,,9,0.888889,32,31,8,0.281014,0.293148,6.552336,0.017525,0
8702,,,8,0.857143,24,31,8,0.280387,0.29237,116.88825,0.015162,0
8705,,,8,0.714286,20,31,8,0.272263,0.283662,313.216712,0.009789,0
8709,,,12,0.287879,19,53,8,0.287593,0.300933,2580.924125,0.021701,0
8712,,,6,1,15,31,8,0.278928,0.290693,0,0.013196,0
8713,,,6,1,15,31,8,0.278928,0.290693,0,0.013196,0
8716,,,4,0.833333,5,31,8,0.277631,0.289169,2.304975,0.011195,0
8717,,,8,0.5,14,31,8,0.278276,0.290227,5015.278093,0.014377,0
8718,,,6,1,15,31,8,0.275892,0.287692,0,0.009224,0
8723,,,12,0.651515,43,31,8,0.279457,0.291488,344.300683,0.016143,0
8724,,,6,1,15,31,8,0.268758,0.279859,0,0.006905,0
8725,,,6,1,15,31,8,0.268758,0.279859,0,0.006905,0
8726,,,18,0.339869,52,9,8,0.284942,0.300242,9728.872708,0.025412,0
8728,,,4,1,6,31,8,0.279159,0.291002,0,0.012786,0
8729,,,3,1,3,11,8,0.277061,0.288628,0,0.009232,0
8731,,,9,0.861111,31,31,8,0.280991,0.293111,146.259428,0.016725,0
10029,,,3,1,3,9,8,0.268786,0.279433,0,0.005694,0
10792,,,1,0,0,9,8,0.246474,0.254638,0,0.001656,0
10793,,,1,0,0,9,8,0.246474,0.254638,0,0.001656,0
10794,,,4,0.5,3,3,8,0.247011,0.255151,47316.167472,0.001924,0
10795,,,2,1,1,9,8,0.246476,0.254653,0,0.00175,0
10796,,,2,1,1,9,8,0.246476,0.254653,0,0.00175,0
10798,,,20,0.452632,86,9,8,0.285162,0.298644,5889.007093,0.022639,0
10800,,,8,0.714286,20,9,8,0.272657,0.283618,307.468092,0.008651,0
10801,,,2,1,1,9,8,0.246476,0.254653,0,0.00175,0
10802,,,2,1,1,9,8,0.246476,0.254653,0,0.00175,0
10807,,,1,0,0,9,8,0.246474,0.254638,0,0.001656,0
10808,,,1,0,0,9,8,0.246474,0.254638,0,0.001656,0
10809,,,4,0.5,3,21,8,0.267897,0.279825,485.672456,0.006597,0
10810,,,1,0,0,9,8,0.246474,0.254638,0,0.001656,0
10811,,,1,0,0,9,8,0.246474,0.254638,0,0.001656,0
10812,,,1,0,0,9,8,0.246474,0.254638,0,0.001656,0
10813,,,1,0,0,9,8,0.246474,0.254638,0,0.001656,0
10814,,,1,0,0,9,8,0.246474,0.254638,0,0.001656,0
11064,,,12,0.560606,37,9,8,0.27315,0.284785,817.624716,0.013048,0
16045,,,3,1,3,31,8,0.266665,0.277571,0,0.006632,0
20755,,,11,0.527273,29,9,8,0.262805,0.273011,317.670313,0.008415,0
12188,,,9,0.5,18,31,8,0.280294,0.293087,1764.114389,0.011121,0
12189,,,6,1,15,31,8,0.279569,0.292202,0,0.010332,0
12190,,,6,1,15,31,8,0.279569,0.292202,0,0.010332,0
18152,,,12,0.651515,43,31,8,0.276053,0.288317,416.266371,0.012023,0
18187,,,6,1,15,31,8,0.27288,0.284612,0,0.008696,0
18188,,,6,1,15,31,8,0.27288,0.284612,0,0.008696,0
18189,,,6,1,15,31,8,0.27288,0.284612,0,0.008696,0
20475,,,4,1,6,31,8,0.261629,0.271283,0,0.004839,0
20478,,,5,1,10,31,8,0.266416,0.277166,0,0.005972,0
7941,,,20,0.294737,56,15,8,0.289429,0.304108,86710.882305,0.02354,0
7942,,,13,0.564103,44,31,8,0.279031,0.291417,197.253696,0.0182,0
9254,,,8,0.928571,26,31,8,0.286842,0.301301,39.090168,0.024221,0
9265,,,9,0.722222,26,31,8,0.288645,0.306288,144589.217238,0.026279,0
9352,,,3,1,3,31,8,0.273013,0.283822,0,0.006584,0
10612,,,18,0.398693,61,31,8,0.280005,0.292677,13137.044424,0.020202,0
10642,,,4,0.833333,5,31,8,0.270493,0.282103,26.28086,0.009341,0
10676,,,6,1,15,31,8,0.270553,0.282251,0,0.014274,0
11827,,,14,0.164835,15,48,8,0.270878,0.282662,118712.56994,0.010135,0
12261,,,6,1,15,31,8,0.265062,0.275993,0,0.006836,0
14026,,,3,1,3,31,8,0.274494,0.287075,0,0.009009,0
15526,,,5,1,10,11,8,0.277709,0.291274,0,0.012479,0
15527,,,5,1,10,11,8,0.277709,0.291274,0,0.012479,0
15528,,,5,1,10,11,8,0.277709,0.291274,0,0.012479,0
21467,,,4,1,6,31,8,0.276824,0.289253,0,0.01104,0
11193,,,10,0.6,27,11,8,0.276395,0.288301,1164.154373,0.010151,0
11228,,,8,0.785714,22,11,8,0.269899,0.280401,20.986691,0.00612,0
11229,,,10,0.511111,23,11,8,0.286011,0.299411,6864.059564,0.013524,0
11230,,,10,0.533333,24,11,8,0.271729,0.282559,3894.821369,0.00678,0
11231,,,8,0.821429,23,11,8,0.269899,0.280401,141.367833,0.006108,0
11329,,,3,1,3,31,8,0.268411,0.278824,0,0.005384,0
11345,,,6,1,15,11,8,0.26852,0.278984,0,0.005816,0
14023,,,4,1,6,31,8,0.257587,0.268437,0,0.004181,0
15986,,,6,0.866667,13,53,8,0.283201,0.296942,111.632086,0.015824,0
15987,,,4,1,6,31,8,0.275214,0.288629,0,0.011494,0
17247,,,4,1,6,53,8,0.273365,0.28683,0,0.013306,0
18439,,,2,1,1,53,8,0.270804,0.28396,0,0.009348,0
21930,,,7,0.52381,11,31,8,0.28274,0.295785,926.171543,0.013951,0
24772,,,6,1,15,10,8,0.25831,0.268109,0,0.003248,0
24773,,,6,1,15,10,8,0.25831,0.268109,0,0.003248,0
24774,,,6,1,15,10,8,0.25831,0.268109,0,0.003248,0
24775,,,6,1,15,10,8,0.25831,0.268109,0,0.003248,0
4881,,,7,0.095238,2,15,8,0.292184,0.306389,70893.132532,0.013328,0
7937,,,6,0.666667,10,2,8,0.260085,0.269807,3630.424469,0.004333,0
7943,,,4,1,6,31,8,0.252834,0.261043,0,0.002491,0
7944,,,7,0.47619,10,15,8,0.262571,0.27271,699.299183,0.004827,0
7946,,,3,1,3,31,8,0.245866,0.253746,0,0.001922,0
12165,,,12,0.863636,57,2,8,0.281164,0.294888,91.67173,0.017693,0
12398,,,8,0.892857,25,2,8,0.27615,0.289364,7.047615,0.011503,0
12399,,,4,0.5,3,2,8,0.269485,0.282154,3726.872973,0.007927,0
12400,,,3,1,3,2,8,0.244725,0.25298,0,0.001971,0
12402,,,4,1,6,2,8,0.246545,0.254139,0,0.002273,0
12403,,,11,0.381818,21,2,8,0.270891,0.283877,15573.954732,0.008934,0
12404,,,5,0.8,8,2,8,0.246546,0.254154,145.205388,0.002377,0
12407,,,2,1,1,2,8,0.237941,0.245203,0,0.000948,0
12408,,,2,1,1,2,8,0.269252,0.281668,0,0.006961,0
12412,,,4,1,6,2,8,0.269269,0.281727,0,0.007719,0
4261,,,3,0,0,48,8,0.272402,0.285098,12603.004696,0.006788,0
9189,,,2,1,1,2,8,0.276155,0.289986,0,0.010127,0
9309,,,8,0.75,21,11,8,0.286554,0.301765,1165.716447,0.019032,0
9356,,,30,0.335632,146,31,8,0.300832,0.315357,19125.560315,0.037251,0
10356,,,10,0.488889,22,11,8,0.284976,0.299617,1288.300797,0.018031,0
10428,,,9,0.527778,19,11,8,0.292763,0.309632,5149.397487,0.024879,0
10640,,,3,1,3,31,8,0.278941,0.29299,0,0.013017,0
10680,,,42,0.272938,235,11,8,0.299743,0.317836,36579.353362,0.052792,0
10791,,,5,0.4,4,9,8,0.285905,0.300118,9096.676192,0.010797,0
10815,,,39,0.018893,14,3,8,0.286109,0.299651,629768.523426,0.013023,0
10961,,,4,1,6,2,8,0.274387,0.28748,0,0.009656,0
11624,,,7,0.904762,19,2,8,0.272505,0.285205,12.831162,0.009916,0
11625,,,10,0.422222,19,2,8,0.290131,0.303904,50834.810732,0.015196,0
11636,,,16,0.316667,38,11,8,0.27288,0.286529,36173.113398,0.011489,0
12018,,,6,1,15,2,8,0.273323,0.286296,0,0.009466,0
12085,,,3,1,3,2,8,0.272834,0.285835,0,0.009354,0
12086,,,4,0.833333,5,2,8,0.271716,0.284372,29.981679,0.008706,0
12087,,,3,1,3,2,8,0.271561,0.284146,0,0.008559,0
12090,,,11,0.509091,28,2,8,0.27277,0.285554,6506.453894,0.010467,0
12091,,,2,1,1,2,8,0.271194,0.283746,0,0.008184,0
12093,,,3,0.666667,2,2,8,0.271421,0.284203,39.253117,0.009059,0
12096,,,6,1,15,2,8,0.271762,0.284391,0,0.009285,0
12097,,,6,1,15,2,8,0.271762,0.284391,0,0.009285,0
12098,,,6,1,15,2,8,0.271762,0.284391,0,0.009285,0
12108,,,4,0.5,3,2,8,0.276114,0.288974,652.465634,0.009513,0
12109,,,8,0.714286,20,2,8,0.273907,0.28718,2117.581895,0.011073,0
12111,,,5,1,10,2,8,0.275531,0.288617,0,0.009931,0
12112,,,4,0.833333,5,2,8,0.271502,0.284325,39.253117,0.009933,0
12117,,,3,0.666667,2,2,8,0.271421,0.284203,39.253117,0.009059,0
12118,,,3,0.666667,2,2,8,0.271421,0.284203,39.253117,0.009059,0
12123,,,5,1,10,2,8,0.271266,0.283904,0,0.009618,0
12127,,,2,1,1,2,8,0.271194,0.283746,0,0.008184,0
12129,,,6,1,15,2,8,0.272867,0.28561,0,0.008935,0
12134,,,6,1,15,2,8,0.271758,0.284381,0,0.009318,0
12135,,,6,1,15,2,8,0.271758,0.284381,0,0.009318,0
12137,,,6,1,15,2,8,0.272867,0.28561,0,0.008935,0
12138,,,6,1,15,2,8,0.272867,0.28561,0,0.008935,0
12142,,,2,1,1,2,8,0.271194,0.283746,0,0.008184,0
12149,,,3,1,3,2,8,0.271749,0.284332,0,0.008755,0
12150,,,7,0.333333,7,11,8,0.276515,0.289531,16388.669813,0.010148,0
12152,,,4,1,6,2,8,0.273071,0.285866,0,0.00991,0
12158,,,5,1,10,2,8,0.271207,0.283805,0,0.008974,0
12159,,,5,1,10,2,8,0.271207,0.283805,0,0.008974,0
12160,,,7,0.761905,16,2,8,0.271609,0.284336,16.446411,0.010181,0
12164,,,14,0.384615,35,4,8,0.287282,0.301309,24078.054191,0.017103,0
12169,,,12,0.318182,21,53,8,0.297186,0.314218,16920.846622,0.023713,0
12175,,,3,1,3,2,8,0.275261,0.288204,0,0.008738,0
12177,,,3,1,3,2,8,0.274532,0.287536,0,0.009961,0
12196,,,6,1,15,31,8,0.278771,0.292239,0,0.013006,0
12200,,,13,0.448718,35,31,8,0.28049,0.294414,9437.946562,0.016543,0
12268,,,10,0.422222,19,2,8,0.294573,0.309149,8886.583334,0.017577,0
12270,,,4,1,6,2,8,0.269903,0.282425,0,0.007424,0
12273,,,6,0.533333,8,2,8,0.271408,0.284594,2242.595183,0.009249,0
12274,,,7,0.571429,12,2,8,0.271585,0.284605,2240.188051,0.00889,0
12382,,,7,0.714286,15,2,8,0.271486,0.284197,31.469788,0.009422,0
12383,,,3,1,3,2,8,0.269737,0.282149,0,0.006877,0
12384,,,5,1,10,2,8,0.270204,0.282709,0,0.007397,0
12390,,,4,1,6,2,8,0.274873,0.28769,0,0.007768,0
12419,,,9,0.555556,20,11,8,0.275669,0.288847,266.419974,0.009002,0
12420,,,6,0.466667,7,9,8,0.278955,0.29232,709.099071,0.010663,0
12422,,,10,0.288889,13,14,8,0.274974,0.288339,105413.324593,0.010081,0
